sku,asin,product_description,price
LG PC PN DE 1 14D GH VS1VS2 20 S,B0H2JDV5Y9,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 1 Carat",697.71
LG PC PN DE 1 PLT GH VS1VS2 20 S,B0H2J71GYN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 1 Carat",1041.41
LG PC PN DE 1 SS GH VS1VS2 20 S,B0H2J2QQV3,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Sterling Silver 20"" Silver Chain 1 Carat",329.0
LG PC PN DE 1.5 14P GH VS1VS2 20 S,B0H2J6SYTQ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 1.5 Carat",869.56
LG PC PN DE 1.5 14K GH VS1VS2 20 S,B0H2J9DHX1,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 1.5 Carat",869.56
LG PC PN DE 1.5 14D GH VS1VS2 20 S,B0H2JC1PPS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 1.5 Carat",869.56
LG PC PN DE 1.5 PLT GH VS1VS2 20 S,B0H2J4VNJF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 1.5 Carat",1213.26
LG PC PN DE 2 14P GH VS1VS2 20 S,B0H2J8P1LJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 2 Carat",1098.69
LG PC PN 2 14K GH VS1VS2 20 S,B0CJJY4ZYN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 2 Carat",1098.69
LG PC PN DE 2 14D GH VS1VS2 20 S,B0H2JF3CTS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 2 Carat",1098.69
LG PC PN DE 2 PLT GH VS1VS2 20 S,B0H2JFSHSS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 2 Carat",1442.39
LG PC PN DE 3 14P GH VS1VS2 20 S-BB1,B0H2JF6BDM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 3 Carat",1550.35
LG PC PN DE 3 14K GH VS1VS2 20 S,B0H2J89ZYF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 3 Carat",1550.35
LG PC PN DE 3 14D GH VS1VS2 20 S-BB1,B0H2J1KNZD,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 3 Carat",1550.35
LG PC PN DE 3 PLT GH VS1VS2 20 S,B0H2J8F3YX,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 3 Carat",1894.05
LG PC PN DE 4 14P GH VS1VS2 20 S,B0H2J6X615,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 4 Carat",2030.95
LG PC PN DE 4 14K GH VS1VS2 20 S,B0H2J3PQHC,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 4 Carat",2008.04
LG PC PN DE 4 14D GH VS1VS2 20 S-BB1,B0H2J7551Q,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 4 Carat",2008.04
LG PC PN DE 4 PLT GH VS1VS2 20 S,B0H2J7P3HF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 4 Carat",2351.74
LG PC PN DE 5 14P GH VS1VS2 20 S,B0H2J768G9,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 5 Carat",2301.91
LG PC PN DE 5 14K GH VS1VS2 20 S,B0H2J3SQRK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 5 Carat",2278.99
LG PC PN DE 5 14D GH VS1VS2 20 S,B0H2J3T9ZK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 5 Carat",2278.99
LG PC PN DE 5 PLT GH VS1VS2 20 S,B0H2J4BF7D,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 5 Carat",2622.69
LG PC PN DE 5 14P GH VS1VS2 20 S 6Ct,B0H2JGCDXJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 6 Carat",3035.52
LG PC PN DE 5 14K GH VS1VS2 20 S 6Ct,B0H2J71B8C,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 6 Carat",3035.52
LG PC PN DE 5 14D GH VS1VS2 20 S 6Ct,B0H2J4PQNN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 6 Carat",3035.52
LG PC PN DE 5 PLT GH VS1VS2 20 S 6Ct,B0H2JHCYBY,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 6 Carat",3545.52
LG PC PN DE 5 14P GH VS1VS2 20 S 7Ct,B0H2J81SHD,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 7 Carat",4136.02
LG PC PN DE 5 14K GH VS1VS2 20 S 7Ct,B0H2J92G3Q,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 7 Carat",4136.02
LG PC PN DE 5 14D GH VS1VS2 20 S 7Ct,B0H2J863NZ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 7 Carat",4136.02
LG PC PN DE 5 PLT GH VS1VS2 20 S 7Ct,B0H2J7SV97,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 7 Carat",4646.02
LG PC PN DE 5 14P GH VS1VS2 20 S 8Ct,B0H2J85Q4R,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 8 Carat",4787.06
LG PC PN DE 5 14K GH VS1VS2 20 S 8Ct,B0H2JD678M,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 8 Carat",4787.06
LG PC PN DE 5 14D GH VS1VS2 20 S 8Ct,B0H2J3PM9Z,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 8 Carat",4787.06
LG PC PN DE 5 PLT GH VS1VS2 20 S 8Ct,B0H2J5N73N,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 8 Carat",5297.06
LG PC PN DE 5 14P GH VS1VS2 20 S 9Ct,B0H2J71B81,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 9 Carat",5568.1
LG PC PN DE 5 14K GH VS1VS2 20 S 9Ct,B0H2J9XQSM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 9 Carat",5568.1
LG PC PN DE 5 14D GH VS1VS2 20 S 9Ct,B0H2J83R7T,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 9 Carat",5568.1
LG PC PN DE 5 PLT GH VS1VS2 20 S 9Ct,B0H2JDJ933,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 9 Carat",6078.1
LG PC PN DE 5 14P GH VS1VS2 20 S 10Ct,B0H2JCN2XV,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 10 Carat",6670.8
LG PC PN DE 5 14K GH VS1VS2 20 S 10Ct,B0H2J3QTPV,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 10 Carat",6670.8
LG PC PN DE 5 14D GH VS1VS2 20 S 10Ct,B0H2JJMBZ7,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 10 Carat",6670.8
LG PC PN DE 5 PLT GH VS1VS2 20 S 10Ct,B0H2J79TK5,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 10 Carat",7180.8
